"Date","201 RT","202 RT","203 RT","203A RT","204_1 RT","205 RT","206 RT","207_1 RT","210 RT"
"04/18/2025 10:15:00 AM","69.4","69.9","70.0","70.0","69.6","70.1","70.0","69.6","70.0"
"04/18/2025 10:30:00 AM","69.6","69.9","70.0","70.0","69.5","70.1","70.0","69.5","70.0"
"04/18/2025 10:45:00 AM","70.1","69.9","69.9","70.0","69.5","70.0","70.0","69.5","70.0"
"04/18/2025 11:00:00 AM","70.3","69.9","69.9","70.0","69.5","70.0","70.1","69.6","70.1"
"04/18/2025 11:15:00 AM","70.4","70.0","70.0","70.0","69.6","70.1","70.2","69.6","70.2"
"04/18/2025 11:30:00 AM","70.4","70.0","70.0","70.0","69.6","70.1","70.3","69.8","70.2"
"04/18/2025 11:45:00 AM","69.9","70.1","70.1","70.0","69.6","70.2","70.2","69.9","70.3"
"04/18/2025 12:00:00 PM","70.0","70.2","70.2","70.1","69.7","70.3","70.4","70.0","70.5"
"04/18/2025 12:15:00 PM","69.7","70.1","70.2","70.0","69.7","70.3","70.3","69.9","70.4"
"04/18/2025 12:30:00 PM","69.6","70.0","70.1","70.0","69.8","70.3","70.4","69.9","70.3"
"04/18/2025 12:45:00 PM","70.0","70.0","70.0","70.0","69.8","70.3","70.4","69.9","70.4"
"04/18/2025 01:00:00 PM","70.4","70.1","70.2","70.0","69.7","70.3","70.3","69.9","70.5"
"04/18/2025 01:15:00 PM","70.5","70.3","70.2","70.1","69.5","70.1","70.0","70.0","70.6"
"04/18/2025 01:30:00 PM","70.5","70.2","70.1","70.1","69.5","70.2","70.0","69.9","70.5"
"04/18/2025 01:45:00 PM","69.9","70.1","70.1","70.0","69.7","70.3","70.3","70.1","70.5"
"04/18/2025 02:00:00 PM","69.9","70.1","70.1","70.0","69.6","70.3","70.3","70.2","70.6"
"04/18/2025 02:15:00 PM","69.5","70.0","70.1","70.0","69.5","70.1","70.0","70.0","70.4"
"04/18/2025 02:30:00 PM","69.6","70.0","70.0","70.0","69.3","70.0","69.8","69.9","70.3"
"04/18/2025 02:45:00 PM","70.1","70.1","70.0","70.0","69.3","69.9","70.0","70.1","70.2"
"04/18/2025 03:00:00 PM","70.3","70.0","70.0","70.0","69.4","69.9","70.1","70.2","70.0"
"04/18/2025 03:15:00 PM","70.3","70.0","70.1","70.0","69.2","69.9","69.9","69.7","70.0"
"04/18/2025 03:30:00 PM","70.2","70.0","70.1","70.0","69.3","69.8","69.8","69.8","69.9"
"04/18/2025 03:45:00 PM","69.7","70.0","69.9","70.0","69.5","70.1","70.3","69.6","69.7"
"04/18/2025 04:00:00 PM","69.7","69.9","69.9","70.0","69.5","70.1","70.4","69.7","69.7"
"04/18/2025 04:15:00 PM","70.0","70.0","69.9","70.0","69.6","70.1","70.3","69.6","69.9"
"04/18/2025 04:30:00 PM","70.1","69.9","69.9","69.9","69.6","70.1","70.3","69.6","70.0"
"04/18/2025 04:45:00 PM","70.3","70.0","70.1","70.0","69.6","70.0","70.0","69.7","70.0"
"04/18/2025 05:00:00 PM","70.3","70.0","70.1","70.0","69.5","69.9","69.9","69.7","70.1"
"04/18/2025 05:15:00 PM","70.0","69.9","69.9","70.0","69.4","69.9","70.2","69.6","70.0"
"04/18/2025 05:30:00 PM","69.8","69.9","69.9","70.0","69.5","70.0","70.3","69.6","69.9"
"04/18/2025 05:45:00 PM","69.7","69.8","69.9","69.9","69.5","70.1","70.4","69.5","69.8"
"04/18/2025 06:00:00 PM","69.9","69.8","69.9","69.9","69.5","70.1","70.4","69.5","69.7"
"04/18/2025 06:15:00 PM","70.3","69.9","69.9","69.9","69.5","70.2","70.4","69.8","70.2"
"04/18/2025 06:30:00 PM","70.4","70.0","70.0","69.9","69.5","70.1","70.4","69.8","70.3"
"04/18/2025 06:45:00 PM","70.2","70.0","70.0","69.9","69.4","70.0","70.5","69.9","70.2"
"04/18/2025 07:00:00 PM","69.7","69.9","70.0","69.9","69.4","69.9","70.6","69.9","70.2"
"04/18/2025 07:15:00 PM","69.4","69.8","70.0","69.8","69.4","69.9","70.6","70.0","70.1"
"04/18/2025 07:30:00 PM","69.7","69.8","70.0","69.8","69.3","69.8","70.6","70.0","70.0"
"04/18/2025 07:45:00 PM","70.1","70.0","70.0","69.7","69.3","69.9","70.5","70.0","70.1"
"04/18/2025 08:00:00 PM","70.2","70.0","70.0","69.7","69.3","69.9","70.4","70.0","70.1"
"04/18/2025 08:15:00 PM","70.2","70.1","70.0","69.7","69.3","69.9","70.0","70.1","70.1"
"04/18/2025 08:30:00 PM","70.2","70.1","70.0","69.8","69.3","69.8","69.8","70.1","70.1"
"04/18/2025 08:45:00 PM","70.1","70.0","70.0","69.8","69.3","69.6","69.8","70.1","70.1"
"04/18/2025 09:00:00 PM","70.0","70.0","70.0","69.8","69.4","69.7","70.0","70.2","70.1"
"04/18/2025 09:15:00 PM","70.0","69.9","70.0","69.8","69.5","69.8","70.3","70.1","69.9"
"04/18/2025 09:30:00 PM","69.9","69.9","70.0","69.8","69.5","69.8","70.2","70.1","69.9"
"04/18/2025 09:45:00 PM","69.8","69.9","70.0","69.9","69.5","69.8","69.9","70.0","69.9"
"04/18/2025 10:00:00 PM","69.9","69.9","70.0","70.0","69.5","69.8","69.7","70.0","69.9"
"04/18/2025 10:15:00 PM","69.9","69.9","70.0","70.0","69.4","69.5","69.7","70.1","69.8"
"04/18/2025 10:30:00 PM","69.9","69.9","70.0","70.0","69.5","69.7","69.9","70.1","69.8"
"04/18/2025 10:45:00 PM","69.9","70.0","70.0","69.9","69.6","69.8","70.2","70.1","69.9"
"04/18/2025 11:00:00 PM","70.0","70.0","70.0","69.9","69.6","69.9","70.2","70.1","69.9"
"04/18/2025 11:15:00 PM","70.0","70.0","70.0","69.8","69.6","69.9","69.9","70.0","69.9"
"04/18/2025 11:30:00 PM","69.9","70.0","70.1","69.9","69.6","69.9","69.8","70.0","69.9"
"04/18/2025 11:45:00 PM","69.9","70.0","70.1","69.9","69.5","69.7","69.8","70.0","70.0"
"04/19/2025 12:00:00 AM","69.9","69.9","70.1","69.9","69.6","69.7","69.9","70.1","70.0"
"04/19/2025 12:15:00 AM","70.0","70.0","70.1","69.9","69.6","69.9","70.0","70.0","70.0"
"04/19/2025 12:30:00 AM","70.0","70.0","70.1","69.9","69.6","69.9","69.9","70.0","70.0"
"04/19/2025 12:45:00 AM","70.0","70.0","70.0","69.9","69.6","69.9","69.8","70.0","70.0"
"04/19/2025 01:00:00 AM","70.0","70.0","70.1","69.9","69.6","69.7","69.9","70.0","70.0"
"04/19/2025 01:15:00 AM","70.0","70.0","70.1","70.0","69.7","69.9","70.2","70.1","70.0"
"04/19/2025 01:30:00 AM","70.0","70.0","70.1","70.0","69.7","69.9","70.2","70.0","70.0"
"04/19/2025 01:45:00 AM","70.0","70.0","70.1","70.0","69.7","69.9","70.0","70.0","70.0"
"04/19/2025 02:00:00 AM","70.0","70.0","70.1","70.0","69.6","69.9","69.9","70.0","70.0"
"04/19/2025 02:15:00 AM","70.0","69.9","70.1","70.0","69.6","69.7","69.9","70.0","70.0"
"04/19/2025 02:30:00 AM","70.0","70.0","70.1","70.1","69.6","69.9","70.0","70.0","70.0"
"04/19/2025 02:45:00 AM","70.0","70.0","70.1","70.0","69.7","69.9","70.2","70.0","70.0"
"04/19/2025 03:00:00 AM","70.0","69.9","70.0","70.0","69.7","69.9","70.1","70.0","70.0"
"04/19/2025 03:15:00 AM","70.0","70.0","70.1","70.0","69.7","69.9","69.9","70.0","70.1"
"04/19/2025 03:30:00 AM","70.0","70.0","70.1","70.1","69.6","69.9","69.8","70.0","70.0"
"04/19/2025 03:45:00 AM","70.0","70.0","70.1","70.2","69.7","69.9","70.1","70.0","70.1"
"04/19/2025 04:00:00 AM","70.0","70.0","70.1","70.2","69.7","70.0","70.2","70.0","70.1"
"04/19/2025 04:15:00 AM","70.1","70.0","70.2","70.3","69.7","70.0","70.2","70.0","70.1"
"04/19/2025 04:30:00 AM","70.1","70.0","70.1","70.3","69.7","70.0","70.0","69.9","70.1"
"04/19/2025 04:45:00 AM","70.1","70.0","70.1","70.2","69.5","69.9","69.8","69.9","70.1"
"04/19/2025 05:00:00 AM","70.1","70.1","70.1","70.3","69.5","69.9","69.9","70.0","70.1"
"04/19/2025 05:15:00 AM","70.1","70.1","70.1","70.1","69.5","70.0","70.2","70.0","70.1"
"04/19/2025 05:30:00 AM","70.1","70.1","70.1","70.2","69.6","70.0","70.3","70.0","70.1"
"04/19/2025 05:45:00 AM","70.1","70.1","70.2","70.3","69.6","70.0","70.3","70.0","70.1"
"04/19/2025 06:00:00 AM","70.1","70.2","70.1","70.2","69.7","70.0","70.3","70.0","70.0"
"04/19/2025 06:15:00 AM","70.2","70.2","70.1","70.2","69.6","70.1","70.3","70.0","70.0"
"04/19/2025 06:30:00 AM","70.1","70.1","70.0","70.0","69.6","70.0","70.2","70.0","70.0"
"04/19/2025 06:45:00 AM","70.0","70.0","70.0","70.0","69.6","70.0","70.1","69.9","70.0"
"04/19/2025 07:00:00 AM","70.0","70.0","70.0","70.0","69.5","69.9","70.1","69.9","70.0"
"04/19/2025 07:15:00 AM","69.9","70.0","70.0","70.0","69.5","69.9","70.1","69.9","70.1"
"04/19/2025 07:30:00 AM","70.0","70.0","70.0","70.0","69.5","69.9","70.1","70.0","70.0"
"04/19/2025 07:45:00 AM","69.9","70.0","69.9","69.9","69.5","69.9","70.1","70.0","70.0"
"04/19/2025 08:00:00 AM","70.0","70.0","70.0","70.0","69.5","70.0","70.1","70.0","70.0"
"04/19/2025 08:15:00 AM","70.1","70.0","70.0","69.9","69.5","69.9","70.1","70.0","70.0"
"04/19/2025 08:30:00 AM","70.0","70.0","70.0","69.9","69.5","70.0","70.1","70.0","70.0"
"04/19/2025 08:45:00 AM","70.0","70.0","70.0","69.8","69.4","69.9","70.0","70.0","70.0"
"04/19/2025 09:00:00 AM","70.0","70.0","69.9","69.9","69.4","69.9","69.9","70.0","70.1"
"04/19/2025 09:15:00 AM","70.0","70.0","69.9","69.8","69.4","69.9","69.8","70.0","70.1"
"04/19/2025 09:30:00 AM","70.0","70.0","69.9","69.9","69.4","69.9","69.8","70.1","70.1"
"04/19/2025 09:45:00 AM","70.0","70.0","69.9","69.8","69.3","69.8","69.7","70.1","70.1"
"04/19/2025 10:00:00 AM","70.0","70.1","69.9","69.9","69.3","69.8","69.7","70.2","70.2"
"04/19/2025 10:15:00 AM","70.1","70.1","69.9","70.0","69.3","69.8","69.7","70.2","70.2"
"04/19/2025 10:30:00 AM","70.1","70.1","70.0","70.0","69.3","69.8","69.7","70.3","70.2"
"04/19/2025 10:45:00 AM","70.2","70.1","70.0","70.0","69.5","69.9","69.8","70.3","70.3"
"04/19/2025 11:00:00 AM","69.9","70.0","70.1","70.0","69.5","69.9","69.8","70.4","70.4"
"04/19/2025 11:15:00 AM","69.6","70.0","70.1","70.1","69.6","70.0","69.9","70.4","70.5"
"04/19/2025 11:30:00 AM","70.0","70.2","70.2","70.2","69.8","70.0","70.1","70.5","70.5"
"04/19/2025 11:45:00 AM","70.3","70.3","70.3","70.2","69.7","70.2","70.0","70.6","70.7"
"04/19/2025 12:00:00 PM","70.4","70.4","70.3","70.3","69.8","70.2","70.1","70.7","70.8"
"04/19/2025 12:15:00 PM","70.2","70.4","70.3","70.3","69.7","70.1","70.1","70.9","70.9"
"04/19/2025 12:30:00 PM","70.1","70.4","70.3","70.3","69.8","70.2","70.4","71.0","71.1"
"04/19/2025 12:45:00 PM","70.1","70.4","70.3","70.2","69.8","70.4","70.3","71.0","70.7"
"04/19/2025 01:00:00 PM","69.8","70.2","70.3","70.2","69.8","70.4","70.3","70.9","70.6"
"04/19/2025 01:15:00 PM","70.0","70.3","70.3","70.0","69.7","70.3","70.2","70.9","70.5"
"04/19/2025 01:30:00 PM","70.0","70.2","70.2","69.9","69.7","70.3","70.0","70.8","70.4"
"04/19/2025 01:45:00 PM","70.2","70.2","70.2","69.9","69.6","70.0","70.1","71.0","70.4"
"04/19/2025 02:00:00 PM","70.2","70.3","70.2","69.8","69.7","70.3","70.3","70.9","70.4"
"04/19/2025 02:15:00 PM","70.3","70.3","70.4","69.9","69.8","70.4","70.3","71.1","70.5"
"04/19/2025 02:30:00 PM","70.3","70.6","70.5","70.1","69.8","70.5","70.3","71.2","70.5"
"04/19/2025 02:45:00 PM","70.1","70.6","70.5","70.0","69.8","70.6","70.2","71.1","70.5"
"04/19/2025 03:00:00 PM","69.8","70.3","70.4","69.9","69.7","70.5","70.3","71.0","70.1"
"04/19/2025 03:15:00 PM","69.8","70.3","70.2","69.6","69.4","70.3","70.0","71.1","69.9"
"04/19/2025 03:30:00 PM","69.9","70.2","70.3","69.7","69.4","70.1","70.0","71.0","69.9"
"04/19/2025 03:45:00 PM","70.1","70.0","70.0","69.5","69.2","69.8","70.0","70.9","69.6"
"04/19/2025 04:00:00 PM","70.1","69.9","69.6","69.3","69.2","69.9","69.9","70.7","69.5"
"04/19/2025 04:15:00 PM","70.3","69.9","69.8","69.4","69.0","69.9","69.8","70.8","69.9"
"04/19/2025 04:30:00 PM","70.4","69.9","69.8","69.5","69.0","69.9","69.8","70.6","69.8"
"04/19/2025 04:45:00 PM","69.8","69.8","69.8","69.6","69.0","70.0","70.0","70.5","70.2"
"04/19/2025 05:00:00 PM","69.6","69.5","69.5","69.6","69.1","69.8","70.0","70.4","70.1"
"04/19/2025 05:15:00 PM","69.4","69.3","69.2","69.6","69.0","69.8","69.9","70.2","69.6"
"04/19/2025 05:30:00 PM","69.7","69.3","69.2","69.6","69.1","69.9","70.1","70.3","69.7"
"04/19/2025 05:45:00 PM","70.2","69.5","69.4","69.8","69.3","70.0","70.3","70.4","69.9"
"04/19/2025 06:00:00 PM","70.3","69.5","69.5","69.8","69.4","70.1","70.3","70.4","69.9"
"04/19/2025 06:15:00 PM","70.4","69.7","69.5","70.0","69.5","70.2","70.4","70.5","69.9"
"04/19/2025 06:30:00 PM","70.4","69.7","69.6","70.0","69.6","70.3","70.4","70.5","69.9"
"04/19/2025 06:45:00 PM","70.0","69.7","69.7","69.9","69.6","70.1","70.1","70.6","70.0"
"04/19/2025 07:00:00 PM","69.6","69.6","69.8","70.0","69.6","70.0","69.8","70.6","70.0"
"04/19/2025 07:15:00 PM","69.4","69.6","69.8","70.0","69.7","69.9","69.6","70.6","69.9"
"04/19/2025 07:30:00 PM","69.7","69.7","69.8","70.1","69.6","69.9","69.6","70.6","69.9"
"04/19/2025 07:45:00 PM","70.3","69.8","69.8","70.1","69.6","69.9","69.9","70.5","69.9"
"04/19/2025 08:00:00 PM","70.4","69.9","69.9","70.0","69.6","70.0","69.8","70.5","69.9"
"04/19/2025 08:15:00 PM","70.4","70.0","69.9","70.0","69.7","70.0","69.5","70.5","70.0"
"04/19/2025 08:30:00 PM","70.4","70.0","69.9","70.0","69.7","69.8","69.5","70.5","70.0"
"04/19/2025 08:45:00 PM","69.7","69.9","69.9","70.0","69.7","69.8","69.8","70.6","70.0"
"04/19/2025 09:00:00 PM","69.5","69.8","69.9","70.1","69.7","69.7","69.7","70.5","70.0"
"04/19/2025 09:15:00 PM","69.8","69.8","69.9","70.0","69.7","69.7","69.5","70.4","69.8"
"04/19/2025 09:30:00 PM","69.9","69.9","69.9","70.0","69.7","69.6","69.5","70.4","69.8"
"04/19/2025 09:45:00 PM","70.2","69.9","69.9","70.0","69.7","69.7","69.8","70.4","69.8"
"04/19/2025 10:00:00 PM","70.3","69.9","69.9","70.0","69.7","69.7","69.7","70.4","69.8"
"04/19/2025 10:15:00 PM","70.2","69.9","69.9","70.0","69.6","69.9","69.6","70.3","69.8"
"04/19/2025 10:30:00 PM","70.0","69.9","69.8","70.0","69.6","69.7","69.7","70.3","69.9"
"04/19/2025 10:45:00 PM","69.7","69.9","69.9","70.0","69.7","69.8","69.9","70.4","69.9"
"04/19/2025 11:00:00 PM","69.6","69.9","69.9","70.0","69.7","69.9","69.8","70.4","70.0"
"04/19/2025 11:15:00 PM","69.9","69.9","69.9","70.0","69.6","69.8","69.7","70.4","70.0"
"04/19/2025 11:30:00 PM","70.1","69.9","69.9","70.0","69.6","69.8","69.9","70.4","70.0"
"04/19/2025 11:45:00 PM","70.3","69.9","70.0","70.1","69.8","70.0","70.1","70.5","70.0"

